Animal_ID,Sex,Age2,LocalTime,KPH,Sn,AGL0,VerticalRate,abs_angle,absVR
106,F,Fledgling,8/9/19 12:49,27.31,6.5,187.39,-1.37,0.09,1.37
106,F,Fledgling,8/9/19 12:49,17.33,5.94,192.67,0.87,2.47,0.87
106,F,Fledgling,8/9/19 12:49,54.05,8.89,190.83,-0.36,1.18,0.36
106,F,Fledgling,8/9/19 12:50,32.57,13.4,205.6,2.95,2.59,2.95
106,F,Fledgling,8/9/19 12:50,26.35,5.09,210.28,0.78,2.66,0.78
106,F,Fledgling,8/9/19 12:50,55.76,10.15,208.87,-0.23,1.34,0.23
106,F,Fledgling,8/9/19 12:50,39.22,13.8,220.03,2.23,1.88,2.23
106,F,Fledgling,8/9/19 12:50,23.55,5.32,228,1.32,2.95,1.32
106,F,Fledgling,8/9/19 12:50,49.54,9.81,231.77,0.75,1.53,0.75
106,F,Fledgling,8/9/19 12:50,35.53,12.08,236.2,0.88,1.68,0.88
106,F,Fledgling,8/9/19 12:50,16.74,5.99,244.46,1.37,3.13,1.37
106,F,Fledgling,8/9/19 12:50,54.52,9.85,242.2,-0.45,0.54,0.45
106,F,Fledgling,8/9/19 12:50,52.96,14.09,247.93,1.14,1.45,1.14
106,F,Fledgling,8/9/19 12:50,29.16,8.94,247.19,-0.12,2.22,0.12
106,F,Fledgling,8/9/19 12:51,27.89,6.26,252.46,0.87,1.58,0.87
106,F,Fledgling,8/9/19 12:51,46.15,9.46,255.93,0.69,1.59,0.69
106,F,Fledgling,8/9/19 12:51,36.31,11.52,257.29,0.22,1.84,0.22
106,F,Fledgling,8/9/19 12:51,23.09,7.46,258.93,0.27,0.3,0.27
106,F,Fledgling,8/9/19 12:51,37.94,8.47,258.87,-0.01,0.14,0.01
106,F,Fledgling,8/9/19 12:51,34.39,10.79,262.33,0.57,0.41,0.57
106,F,Fledgling,8/9/19 12:51,44.91,8.92,273.08,1.79,1.6,1.79
106,F,Fledgling,8/9/19 12:51,41.55,11.84,285.96,2.57,1.8,2.57
106,F,Fledgling,8/9/19 12:51,21.05,4.27,293.96,1.59,3.04,1.59
106,F,Fledgling,8/9/19 12:51,45.78,9.44,301.62,1.27,1.17,1.27
106,F,Fledgling,8/9/19 12:51,41.48,11.24,313,2.27,1.89,2.27
106,F,Fledgling,8/9/19 12:52,19.63,5.66,326.52,2.7,3.07,2.7
106,F,Fledgling,8/9/19 12:52,41.67,7.42,342.02,2.58,1.73,2.58
106,F,Fledgling,8/9/19 12:52,38.29,12.13,352.06,2,1.32,2
106,F,Fledgling,8/9/19 12:52,19.76,7.36,367.58,3.1,3,3.1
106,F,Fledgling,8/9/19 12:52,40.65,6.6,381.06,2.24,1.84,2.24
106,F,Fledgling,8/9/19 12:52,47.26,13.06,387.29,1.24,1.22,1.24
106,F,Fledgling,8/9/19 12:52,29.5,9.96,405.69,3.67,2.46,3.67
106,F,Fledgling,8/9/19 12:52,33.57,3.55,423.72,3,2.01,3
106,F,Fledgling,8/9/19 12:52,48.39,10.86,433.69,1.99,1.76,1.99
106,F,Fledgling,8/9/19 12:52,26.53,8.68,449.92,2.7,2.84,2.7
106,F,Fledgling,8/9/19 12:52,34.11,4.79,463.05,2.18,1.76,2.18
106,F,Fledgling,8/9/19 12:53,51.3,12.52,467.29,0.84,0.88,0.84
106,F,Fledgling,8/9/19 12:53,47.28,13.37,479.89,2.52,0.91,2.52
106,F,Fledgling,8/9/19 12:53,17.14,6.02,503.39,3.91,2.84,3.91
106,F,Fledgling,8/9/19 12:53,38.5,8.28,515.94,2.51,0.94,2.51
106,F,Fledgling,8/9/19 12:53,48.04,11.51,523.07,1.42,1.18,1.42
106,F,Fledgling,8/9/19 12:53,28.02,10.64,540.91,2.97,2.18,2.97
106,F,Fledgling,8/9/19 12:53,23.72,3.36,558.18,3.45,2.59,3.45
106,F,Fledgling,8/9/19 12:53,49.68,9.7,574.94,3.35,1.55,3.35
106,F,Fledgling,8/9/19 12:53,28.92,10.67,593.66,3.74,2.59,3.74
106,F,Fledgling,8/9/19 12:53,34.5,2.81,612.92,3.21,2.31,3.21
106,F,Fledgling,8/9/19 12:53,52.54,11.35,627.67,2.94,1.19,2.94
106,F,Fledgling,8/9/19 12:54,30.29,12.09,642.43,2.95,2.61,2.95
106,F,Fledgling,8/9/19 12:54,25.85,3.61,659.65,2.86,2.1,2.86
106,F,Fledgling,8/9/19 12:54,50.83,11.06,671.58,2.38,1.18,2.38
106,F,Fledgling,8/9/19 12:54,29.98,11.68,690.17,3.71,3,3.71
106,F,Fledgling,8/9/19 12:54,33.66,3.69,708.44,3.04,1.96,3.04
106,F,Fledgling,8/9/19 12:54,43.24,10.24,723.92,3.09,1.51,3.09
106,F,Fledgling,8/9/19 12:54,37.72,9.97,738.77,2.47,1.59,2.47
106,F,Fledgling,8/9/19 12:54,23.9,7.6,751.38,2.52,2.11,2.52
106,F,Fledgling,8/9/19 12:54,30.78,7.71,761.76,2.07,0.42,2.07
106,F,Fledgling,8/9/19 12:54,47.2,10.42,759.45,-0.38,0.17,0.38
106,F,Fledgling,8/9/19 12:54,50.89,15.12,758.94,-0.1,0.63,0.1
106,F,Fledgling,8/9/19 12:54,62.48,15.93,755.87,-0.61,0.44,0.61
106,F,Fledgling,8/9/19 12:55,67.61,17.45,753.12,-0.45,1.2,0.45
106,F,Fledgling,8/9/19 12:55,75.39,18.38,754.22,0.22,0.56,0.22
106,F,Fledgling,8/9/19 12:55,72.52,21.16,749.73,-0.89,0.05,0.89
106,F,Fledgling,8/9/19 12:55,71.98,20.39,745.31,-0.73,0.24,0.73
106,F,Fledgling,8/9/19 12:55,78.45,21.05,740.75,-0.91,0.22,0.91
106,F,Fledgling,8/9/19 12:55,79.69,22.02,738.33,-0.48,0.13,0.48
106,F,Fledgling,8/9/19 12:55,81.3,22.33,729.51,-1.76,0.32,1.76
106,F,Fledgling,8/9/19 12:55,83.84,22.37,718.97,-2.1,0.09,2.1
106,F,Fledgling,8/9/19 12:55,80.46,22.91,719.64,0.13,0.11,0.13
106,F,Fledgling,8/9/19 12:55,77.04,21.93,725.11,0.91,0.14,0.91
106,F,Fledgling,8/9/19 12:55,80.43,21.45,723.11,-0.39,0.15,0.39
106,F,Fledgling,8/9/19 12:56,86.32,23.29,719.88,-0.64,0.42,0.64
106,F,Fledgling,8/9/19 12:56,75.52,22.23,714.58,-0.88,0.12,0.88
106,F,Fledgling,8/9/19 12:56,78.8,23,699.83,-2.45,0.09,2.45
106,F,Fledgling,8/9/19 12:56,93.43,23.07,684.93,-2.97,0.1,2.97
106,F,Fledgling,8/9/19 12:56,95.89,27.49,670.76,-2.36,0.05,2.36
106,F,Fledgling,8/9/19 12:56,78.76,23.72,666.41,-0.72,0.23,0.72
106,F,Fledgling,8/9/19 12:56,69.33,20.83,662.09,-0.86,0.07,0.86
106,F,Fledgling,8/9/19 12:56,87.37,21.06,642.84,-3.84,0.21,3.84
106,F,Fledgling,8/9/19 12:56,85.61,24.29,631.9,-1.82,0.25,1.82
106,F,Fledgling,8/9/19 12:56,79.08,22.49,623.82,-1.61,0.14,1.61
106,F,Fledgling,8/9/19 12:56,78.48,21.37,608.08,-3.14,0.08,3.14
106,F,Fledgling,8/9/19 12:57,82.56,22.12,590.86,-2.87,0.22,2.87
106,F,Fledgling,8/9/19 12:57,77.28,21.83,582.87,-1.59,0.08,1.59
106,F,Fledgling,8/9/19 12:57,82.59,22.81,566.01,-3.37,0.21,3.37
106,F,Fledgling,8/9/19 12:57,85.78,22.91,547.59,-3.07,0.09,3.07
106,F,Fledgling,8/9/19 12:57,86.85,24.99,534.46,-2.62,0.01,2.62
106,F,Fledgling,8/9/19 12:57,84.69,23.91,521.18,-2.21,0.22,2.21
106,F,Fledgling,8/9/19 12:57,83.93,22.82,513.1,-1.34,0.05,1.34
106,F,Fledgling,8/9/19 12:57,75.78,21.71,511.2,-0.38,0.4,0.38
106,F,Fledgling,8/9/19 12:57,76.11,21.22,500.69,-1.75,0.01,1.75
106,F,Fledgling,8/9/19 12:57,78.09,21.14,490.1,-1.76,0.07,1.76
106,F,Fledgling,8/9/19 12:57,81.04,21.66,480.3,-1.96,0.04,1.96
106,F,Fledgling,8/9/19 12:58,74.69,22.31,471.68,-1.72,0.32,1.72
106,F,Fledgling,8/9/19 12:58,76.17,20.91,461.46,-2.04,0.07,2.04
106,F,Fledgling,8/9/19 12:58,86.35,22.42,447.58,-2.77,0.03,2.77
106,F,Fledgling,8/9/19 12:58,84.82,24.58,436.79,-1.79,0.05,1.79
106,F,Fledgling,8/9/19 12:58,84.17,22.81,421.19,-2.59,0.02,2.59
106,F,Fledgling,8/9/19 12:58,82.56,23.52,408.09,-2.62,0.02,2.62
106,F,Fledgling,8/9/19 12:58,84.39,23.11,395.74,-2.46,0.02,2.46
106,F,Fledgling,8/9/19 12:58,89.24,23.93,375.92,-3.3,0.18,3.3
106,F,Fledgling,8/9/19 12:58,91,25.45,365.75,-2.03,0.06,2.03
106,F,Fledgling,8/9/19 12:58,99.45,26.55,341.69,-4.81,0.03,4.81
106,F,Fledgling,8/9/19 12:58,99.04,28.09,318.1,-4.71,0.07,4.71
106,F,Fledgling,8/9/19 12:59,92.37,26.56,305.39,-2.54,0.13,2.54
106,F,Fledgling,8/9/19 12:59,93.69,24.97,287.48,-3.58,0.11,3.58
106,F,Fledgling,8/9/19 12:59,85.46,24.94,272.58,-2.98,0.02,2.98
106,F,Fledgling,8/9/19 12:59,78.76,23.21,257.61,-2.49,0.08,2.49
106,F,Fledgling,8/9/19 12:59,86.04,21.77,233.78,-4.76,0.34,4.76
106,F,Fledgling,8/9/19 12:59,53.3,18.3,207.92,-4.3,2.33,4.3
106,F,Fledgling,8/9/19 12:59,48.87,2.25,205.92,-0.33,2.99,0.33
106,F,Fledgling,8/9/19 12:59,60.07,15.49,206.1,0.03,0.09,0.03
106,F,Fledgling,8/9/19 12:59,58.31,16.82,212.48,1.27,0.08,1.27
106,F,Fledgling,8/9/19 12:59,59.78,15.84,213.95,0.24,0.01,0.24
106,F,Fledgling,8/9/19 12:59,59.07,16.52,206.83,-1.42,0.12,1.42
106,F,Fledgling,8/9/19 13:00,63.72,16.83,196.13,-2.13,0.03,2.13
106,F,Fledgling,8/9/19 13:00,64.61,18.14,187.91,-1.37,0.08,1.37
106,F,Fledgling,8/9/19 15:22,55.43,14.3,24.01,-0.55,0.31,0.55
106,F,Fledgling,8/9/19 15:22,37.63,12.65,30.94,1.38,0.94,1.38
106,F,Fledgling,8/9/19 15:22,43.92,11.01,25.69,-1.04,0.47,1.04
106,F,Fledgling,8/9/19 15:22,47.17,12.2,25.65,-0.007397442,0.22,0.007397442
106,F,Fledgling,8/9/19 15:23,37.94,12.95,30.55,0.81,0.2,0.81
106,F,Fledgling,8/9/19 15:23,42.22,10.17,32.53,0.39,0.94,0.39
106,F,Fledgling,8/9/19 15:23,52.91,13.56,29.13,-0.56,0.04,0.56
106,F,Fledgling,8/9/19 15:23,46.74,13.17,30.6,0.29,0.41,0.29
106,F,Fledgling,8/9/19 15:23,39.68,11.29,32.82,0.44,0.43,0.44
106,F,Fledgling,8/9/19 15:23,39.61,10.7,30.53,-0.38,0.41,0.38
106,F,Fledgling,8/9/19 15:23,44.55,11.64,30.27,-0.05,0.2,0.05
106,F,Fledgling,8/9/19 15:23,46.46,11.92,27.05,-0.53,0.67,0.53
106,F,Fledgling,8/9/19 15:23,52.98,13.85,24.41,-0.52,0.12,0.52
106,F,Fledgling,8/9/19 15:23,41.09,13.41,33.14,1.45,0.06,1.45
106,F,Fledgling,8/9/19 15:23,38.26,10.74,34.29,0.22,0.1,0.22
106,F,Fledgling,8/9/19 15:24,51.41,13.17,28.74,-1.11,0.08,1.11
106,F,Fledgling,8/9/19 15:24,53.7,14.79,24.87,-0.77,0.06,0.77
106,F,Fledgling,8/9/19 15:24,54.48,15.11,24.36,-0.08,0.13,0.08
106,F,Fledgling,8/9/19 15:24,50.61,13.52,24.63,0.04,0.13,0.04
106,F,Fledgling,8/9/19 15:24,40.89,12.7,27.64,0.6,0.37,0.6
106,F,Fledgling,8/9/19 15:24,49.42,12.88,22.62,-1,0.26,1
106,F,Fledgling,8/9/19 15:24,48.37,14.33,22.96,0.05,0.21,0.05
106,F,Fledgling,8/9/19 15:24,37.78,12.22,29.88,1.15,0.3,1.15
106,F,Fledgling,8/9/19 15:24,51.93,12.67,22.94,-1.38,0.11,1.38
106,F,Fledgling,8/9/19 15:24,42.79,13.78,25.04,0.41,0.57,0.41
106,F,Fledgling,8/9/19 15:24,47.72,12.38,18.21,-1.13,0.26,1.13
106,F,Fledgling,8/9/19 15:25,38.85,11.32,21.5,0.54,0.77,0.54
106,F,Fledgling,8/9/19 15:25,41.81,10.94,18.31,-0.63,0.46,0.63
106,F,Fledgling,8/9/19 15:25,40.24,11.74,15.6,-0.54,0.32,0.54
106,F,Fledgling,8/9/19 15:25,16.29,9.73,15.15,-0.09,0.75,0.09
106,F,Fledgling,8/12/19 5:48,46.28,12.66,5.28,-1.04,0.46,1.04
106,F,Fledgling,8/12/19 5:48,42.65,11.53,0.88,-0.73,0.13,0.73
106,F,Fledgling,8/12/19 5:48,17.14,9.39,0.54,-0.06,2.91,0.06
106,F,Fledgling,8/12/19 8:32,37.52,12.22,5.08,0.44,1.49,0.44
106,F,Fledgling,8/12/19 8:32,33.59,10.26,5.36,0.05,0.62,0.05
106,F,Fledgling,8/12/19 8:32,32.91,9.68,7.46,0.41,0.46,0.41
106,F,Fledgling,8/12/19 8:32,37.52,10.27,5.63,-0.36,0.87,0.36
106,F,Fledgling,8/12/19 8:33,32.91,8.52,4.86,-0.15,0.23,0.15
106,F,Fledgling,8/12/19 8:33,37.94,9.17,1.4,-0.57,0.07,0.57
106,F,Fledgling,8/12/19 8:33,43.85,11.72,1.57,0.02,0.04,0.02
106,F,Fledgling,8/12/19 8:33,42.41,12.59,1.91,0.05,0.61,0.05
106,F,Fledgling,8/12/19 8:33,43.24,10.36,2.07,0.03,0.57,0.03
106,F,Fledgling,8/12/19 8:33,43.11,11.77,3.07,0.2,0.28,0.2
106,F,Fledgling,8/12/19 10:49,41.96,12.2,0,0.17,0.34,0.17
106,F,Fledgling,8/12/19 10:49,38.57,11.07,0,0.02,0.14,0.02
106,F,Fledgling,8/12/19 10:49,22.87,8.91,0,0.12,3.09,0.12
106,F,Fledgling,8/12/19 16:51,42,12.01,13.15,0.21,0.11,0.21
106,F,Fledgling,8/13/19 13:32,39.96,10.77,32.76,1.2,0.24,1.2
106,F,Fledgling,8/13/19 13:32,37.26,9.88,30.49,-0.37,0.58,0.37
106,F,Fledgling,8/13/19 13:32,46.7,11.85,31.59,0.21,0.91,0.21
106,F,Fledgling,8/13/19 13:32,53.78,12.78,36.36,0.79,1.56,0.79
106,F,Fledgling,8/13/19 13:32,27.44,9.17,40.88,0.75,2.69,0.75
106,F,Fledgling,8/13/19 13:32,31.94,6.06,41.86,0.19,0.62,0.19
106,F,Fledgling,8/13/19 13:33,28.24,7.22,43.37,0.25,1.58,0.25
106,F,Fledgling,8/13/19 13:33,48.41,9.74,39.39,-0.79,0.52,0.79
106,F,Fledgling,8/13/19 13:33,41.31,13.33,41.67,0.45,1.96,0.45
106,F,Fledgling,8/13/19 13:33,37.02,5.14,39.76,-0.31,1.27,0.31
106,F,Fledgling,8/13/19 13:33,42.78,10.63,41.5,0.34,0.62,0.34
106,F,Fledgling,8/13/19 13:33,27.55,6.56,44.57,0.51,0.91,0.51
106,F,Fledgling,8/13/19 13:33,34.07,8.42,42.39,-0.43,0.62,0.43
106,F,Fledgling,8/13/19 13:33,34.74,9.87,42.2,-0.03,0.2,0.03
106,F,Fledgling,8/13/19 13:33,45.5,10.01,38.32,-0.64,1.43,0.64
106,F,Fledgling,8/13/19 13:33,52.33,11.02,39.32,0.2,1.34,0.2
106,F,Fledgling,8/13/19 13:33,58.63,15.52,34.45,-0.97,0.79,0.97
106,F,Fledgling,8/13/19 13:34,46.8,14.26,39.92,1.09,0.24,1.09
106,F,Fledgling,8/13/19 13:34,57.26,13.56,35.5,-0.88,0.72,0.88
106,F,Fledgling,8/13/19 13:34,56.2,14.24,37.19,0.33,0.13,0.33
106,F,Fledgling,8/13/19 13:34,52.61,15.76,28.24,-1.49,0.8,1.49
106,F,Fledgling,8/13/19 13:34,33.79,11.4,32.9,0.93,2.52,0.93
106,F,Fledgling,8/13/19 13:34,34.55,4.72,36.77,0.77,1.85,0.77
106,F,Fledgling,8/13/19 13:34,50.09,10.38,33.76,-0.5,1.74,0.5
106,F,Fledgling,8/13/19 13:34,34.81,11.86,35.44,0.33,2.73,0.33
106,F,Fledgling,8/13/19 13:34,42.2,5.53,32.58,-0.47,0.05,0.47
106,F,Fledgling,8/13/19 13:34,36.11,8.81,37.24,0.77,0.61,0.77
106,F,Fledgling,8/13/19 13:34,29.16,8.5,45.35,1.62,0.7,1.62
106,F,Fledgling,8/13/19 13:35,37.48,8.29,41.03,-0.72,0.21,0.72
106,F,Fledgling,8/13/19 13:35,37.02,10,39.43,-0.31,0.6,0.31
106,F,Fledgling,8/13/19 13:35,35.46,10.03,44.37,0.98,1.02,0.98
106,F,Fledgling,8/13/19 13:35,36.79,8.98,45.62,0.25,1.2,0.25
106,F,Fledgling,8/13/19 13:35,43.94,11.53,46.72,0.21,1.24,0.21
106,F,Fledgling,8/13/19 13:35,53.24,13.56,40.04,-1.11,0.15,1.11
106,F,Fledgling,8/13/19 13:35,56.37,15.52,32.91,-1.42,0.33,1.42
106,F,Fledgling,8/13/19 13:35,58.22,16.43,25.58,-1.46,0.3,1.46
106,F,Fledgling,8/13/19 13:35,53.96,15.62,23.21,-0.47,0.16,0.47
106,F,Fledgling,8/13/19 13:35,59.24,16.03,14.67,-1.7,0.58,1.7
106,F,Fledgling,8/13/19 13:35,44.54,12.9,16.35,0.28,0.6,0.28
106,F,Fledgling,8/14/19 5:41,0.18,1.67,35.15,4.4,2.83,4.4
106,F,Fledgling,8/14/19 11:00,52.83,10.53,21.41,-3.09,0.42,3.09
106,F,Fledgling,8/14/19 11:00,23.02,9.27,26.48,1.01,2.66,1.01
106,F,Fledgling,8/14/19 11:00,33.92,8.64,28.49,0.4,0.93,0.4
106,F,Fledgling,8/14/19 11:00,12.81,6.58,39.69,1.86,2.85,1.86
106,F,Fledgling,8/14/19 11:00,62.02,13.56,32.41,-1.21,1.47,1.21
106,F,Fledgling,8/14/19 11:00,22.64,7.01,36.22,0.63,2.01,0.63
106,F,Fledgling,8/14/19 11:01,27.85,5.82,43.5,1.21,2.82,1.21
106,F,Fledgling,8/14/19 11:01,57.61,10.91,42.19,-0.26,1.8,0.26
106,F,Fledgling,8/14/19 11:01,15.92,6.55,51.22,1.8,2.28,1.8
106,F,Fledgling,8/14/19 11:01,45.22,10.76,47.92,-0.66,1.49,0.66
106,F,Fledgling,8/14/19 11:01,34.44,9.44,45.45,-0.41,2.46,0.41
106,F,Fledgling,8/14/19 11:01,34.85,5.67,49.62,0.69,2.1,0.69
106,F,Fledgling,8/14/19 11:01,46.22,10.46,46.01,-0.6,1.36,0.6
106,F,Fledgling,8/14/19 11:01,25.68,9.57,48.2,0.43,2.97,0.43
106,F,Fledgling,8/14/19 11:01,50.67,7.63,47.01,-0.23,0.42,0.23
106,F,Fledgling,8/14/19 11:01,30.16,9.51,49.88,0.57,1.41,0.57
106,F,Fledgling,8/14/19 11:01,32.92,8.24,50.92,0.2,0.16,0.2
106,F,Fledgling,8/14/19 11:02,24.81,7.39,54.92,0.66,2.53,0.66
106,F,Fledgling,8/14/19 11:02,57.46,9.54,50.62,-0.71,1.6,0.71
106,F,Fledgling,8/14/19 11:02,23.57,9.14,52.88,0.37,2.96,0.37
106,F,Fledgling,8/14/19 11:02,31.13,5.86,55.63,0.55,2.12,0.55
106,F,Fledgling,8/14/19 11:02,51.54,15.1,46.69,-1.78,1.06,1.78
106,F,Fledgling,8/14/19 11:02,17.16,8.57,51.89,1.03,2.89,1.03
106,F,Fledgling,8/14/19 11:02,35.79,7.29,52.57,0.13,1.73,0.13
106,F,Fledgling,8/14/19 11:02,45.76,12.86,51.54,-0.2,0.92,0.2
106,F,Fledgling,8/14/19 11:02,12.83,7.71,53.11,0.31,2.81,0.31
106,F,Fledgling,8/14/19 11:02,26.03,7.42,53.49,0.06,1.11,0.06
106,F,Fledgling,8/14/19 11:02,29.9,8.27,56.89,0.56,0.46,0.56
106,F,Fledgling,8/14/19 11:03,25.31,6.82,62.82,1.18,2.74,1.18
106,F,Fledgling,8/14/19 11:03,51.04,12.56,60.96,-0.37,1.31,0.37
106,F,Fledgling,8/14/19 11:03,28.26,10.39,65.64,0.93,2.38,0.93
106,F,Fledgling,8/14/19 11:03,40.16,6.27,67.47,0.36,1.72,0.36
106,F,Fledgling,8/14/19 11:03,46.41,13.53,66.2,-0.25,2.03,0.25
106,F,Fledgling,8/14/19 11:03,31.11,1.67,71.2,0.83,2.25,0.83
106,F,Fledgling,8/14/19 11:03,43.04,9.26,76.55,0.89,3,0.89
106,F,Fledgling,8/14/19 11:03,30.26,2.08,82.55,1,2.56,1
106,F,Fledgling,8/14/19 11:03,56.43,10.37,80.99,-0.26,1.5,0.26
106,F,Fledgling,8/14/19 11:03,31.35,11.81,89.46,1.69,2.5,1.69
106,F,Fledgling,8/14/19 11:03,24.7,3.44,95.65,1.23,2.72,1.23
106,F,Fledgling,8/14/19 11:04,44.87,9.72,104.35,1.74,2.12,1.74
106,F,Fledgling,8/14/19 11:04,22.33,2.65,111.76,1.48,2.47,1.48
106,F,Fledgling,8/14/19 11:04,48.8,8.79,118.12,1.05,1.76,1.05
106,F,Fledgling,8/14/19 11:04,18.76,5.28,129.8,1.94,1.91,1.94
106,F,Fledgling,8/14/19 11:04,48.15,8.58,136.23,1.07,1.69,1.07
106,F,Fledgling,8/14/19 11:04,24.53,8.52,138.67,0.48,3.11,0.48
106,F,Fledgling,8/14/19 11:04,30.63,4.66,145.67,1.39,0.5,1.39
106,F,Fledgling,8/14/19 11:04,20.26,4.04,152.23,1.31,0.77,1.31
106,F,Fledgling,8/14/19 11:04,27.65,6.9,153.12,0.17,0.69,0.17
106,F,Fledgling,8/14/19 11:04,23.9,7.61,161.35,1.37,0.03,1.37
106,F,Fledgling,8/14/19 11:04,16.05,5.14,165.02,0.61,0.28,0.61
106,F,Fledgling,8/14/19 11:05,26.13,5.57,162.56,-0.41,0.27,0.41
106,F,Fledgling,8/14/19 11:05,31.26,7.75,155.5,-1.17,0.15,1.17
106,F,Fledgling,8/14/19 11:05,30.66,9.62,147.95,-1.25,0.92,1.25
106,F,Fledgling,8/14/19 11:05,41.65,11.13,142.79,-0.85,0.08,0.85
106,F,Fledgling,8/14/19 11:05,42.44,11.89,134.78,-1.33,0.003352319,1.33
106,F,Fledgling,8/14/19 11:05,48.5,12.12,124.42,-2.07,0.39,2.07
106,F,Fledgling,8/14/19 11:05,58.31,14.53,117.65,-1.12,0.2,1.12
106,F,Fledgling,8/14/19 11:05,49.74,15.05,117.99,0.05,0.16,0.05
106,F,Fledgling,8/14/19 11:05,59.61,15.24,107.13,-1.81,0.02,1.81
106,F,Fledgling,8/14/19 11:05,59.76,16.17,93.85,-2.21,0.01,2.21
106,F,Fledgling,8/14/19 11:06,55.7,15.35,93.44,-0.08,0.33,0.08
106,F,Fledgling,8/14/19 11:06,65,16.94,88.68,-0.95,0.006000142,0.95
106,F,Fledgling,8/14/19 11:06,75.74,19.66,67.63,-3.5,0.06,3.5
106,F,Fledgling,8/14/19 11:06,23.79,15.37,46.72,-3.48,3.05,3.48
106,F,Fledgling,8/14/19 11:06,43.68,9.78,37.51,-1.84,0.15,1.84
106,F,Fledgling,8/14/19 11:06,60.3,15.1,28.6,-1.78,0.35,1.78
106,F,Fledgling,8/14/19 11:06,30.29,13.55,36.68,1.61,0.17,1.61
106,F,Fledgling,8/14/19 11:06,41.63,9.4,35,-0.33,0.006820597,0.33
106,F,Fledgling,8/14/19 11:06,29.79,7.58,32.34,-0.44,0.21,0.44
106,F,Fledgling,8/14/19 11:06,49.09,9.45,18.71,-2.27,0.17,2.27
106,F,Fledgling,8/14/19 11:06,49.63,12.01,7.96,-1.79,0.09,1.79
106,F,Fledgling,8/14/19 11:07,41.16,12.67,8.75,0.15,0.27,0.15
106,F,Fledgling,8/14/19 11:07,35.44,9.84,17,1.64,0.09,1.64
106,F,Fledgling,8/14/19 11:07,43.54,11.15,17.38,0.07,0.21,0.07
106,F,Fledgling,8/14/19 11:07,42.91,12.52,16.87,-0.1,0.06,0.1
106,F,Fledgling,8/14/19 11:07,44.02,10.19,15.82,-0.17,0.34,0.17
106,F,Fledgling,8/14/19 11:07,35.79,10.22,22.1,1.04,0.6,1.04
106,F,Fledgling,8/14/19 11:07,30.46,7.34,20.89,-0.2,1.02,0.2
106,F,Fledgling,8/14/19 11:07,39.85,10.82,13.84,-1.41,0.14,1.41
106,F,Fledgling,8/14/19 11:07,37.39,11.02,8.88,-0.99,0.004907791,0.99
106,F,Fledgling,8/14/19 14:04,40.29,9.64,35.53,0.85,0.71,0.85
106,F,Fledgling,8/14/19 14:04,56.78,11.69,35.42,-0.02,1.35,0.02
106,F,Fledgling,8/14/19 14:04,55.85,17.33,33.25,-0.36,0.74,0.36
106,F,Fledgling,8/14/19 14:04,45.61,12.87,32.59,-0.13,0.51,0.13
106,F,Fledgling,8/14/19 14:04,37.65,11.66,32.49,-0.02,0.59,0.02
106,F,Fledgling,8/14/19 14:04,39.94,10.93,26.48,-1.2,0.27,1.2
106,F,Fledgling,8/14/19 18:44,23.18,10.61,10.94,0.93,1.01,0.93
106,F,Fledgling,8/14/19 18:44,45.26,11.95,10.41,-0.08,0.09,0.08
106,F,Fledgling,8/15/19 9:19,24.74,7.31,254.13,0.98,2.56,0.98
106,F,Fledgling,8/15/19 9:19,39.22,7.39,255.35,0.2,1.48,0.2
106,F,Fledgling,8/15/19 9:19,44.67,11.93,260.26,0.81,1.53,0.81
106,F,Fledgling,8/15/19 9:19,29.22,6.79,262.7,0.4,2.88,0.4
106,F,Fledgling,8/15/19 9:19,40.96,7.56,266.69,0.66,1.52,0.66
106,F,Fledgling,8/15/19 9:20,42.33,10.82,271.23,0.9,1.37,0.9
106,F,Fledgling,8/15/19 9:20,40.48,11.29,271.43,0.03,1.1,0.03
106,F,Fledgling,8/15/19 9:20,29.15,8.66,277.2,0.96,0.04,0.96
106,F,Fledgling,8/15/19 9:20,36.98,8.8,282.86,1.13,1.71,1.13
106,F,Fledgling,8/15/19 9:20,41.68,9.31,280.95,-0.31,2.09,0.31
106,F,Fledgling,8/15/19 9:20,32.83,8.68,282.49,0.3,2.1,0.3
106,F,Fledgling,8/15/19 9:20,37.44,6.68,286.26,0.75,0.98,0.75
106,F,Fledgling,8/15/19 9:20,38.61,11.08,290.56,0.85,0.65,0.85
106,F,Fledgling,8/15/19 9:20,39.13,9.9,294.5,0.78,0.52,0.78
106,F,Fledgling,8/15/19 9:20,36.46,10.39,297.07,0.42,0.13,0.42
106,F,Fledgling,8/15/19 9:20,36.63,10.03,295,-0.41,1.69,0.41
106,F,Fledgling,8/15/19 9:21,27.13,7.41,299.29,0.71,2.68,0.71
106,F,Fledgling,8/15/19 9:21,39.78,8.7,302,0.54,1.27,0.54
106,F,Fledgling,8/15/19 9:21,41.48,10.07,301.38,-0.1,1.28,0.1
106,F,Fledgling,8/15/19 9:21,32.09,9.78,304.45,0.61,1.87,0.61
106,F,Fledgling,8/15/19 9:21,34.53,6.47,304.67,0.04,2.17,0.04
106,F,Fledgling,8/15/19 9:21,40.15,7.69,306.38,0.28,1.76,0.28
106,F,Fledgling,8/15/19 9:21,27.94,8.47,309.52,0.62,2.8,0.62
